Name,Type,One Liner,Industry,Website,Service / Product Description,Business Model,Technology,Customer,Pain Point,Value Chain,Theme,Focus Area,Opportunity Space,Founded,Employees,Country,City,Funded,Funding Stage,Latest Funding Date,Total Funding (USD),Latest Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Inc. Radar,Hero,Comments,,,Old or New
CustomsNow,,SaaS solutions for trade documentation and compliance,,https://www.customsnow.com/,"Customsnow provides SaaS-based solutions for trade documentation and compliance. Importer Security Filing which can be used to input data for security filings and transmit them directly to customs for compliance with CBP’s security filing requirement. Customs Now is an ACE(Automated Commercial Environment) entry software which allows customers to transmit import and export information directly to authorities. Cargo Query System is a software solution for providing proof of customs for cargo release entries filed in ACE. Other solutions include in-bond entry, reconciliation module, import trade management solution and document imaging. All solutions are ACE certified.",,,,,,,,,2008,,USA,Rancho Santa Margarita,,Undisclosed,,,,,,,,,,Supply chain optimisation,3.6 Digitisation of supply chain contracts (inmarsat),Old
Cyberfreight,,Software suite for forwarders and brokers,Logistics,https://cyberfreight.com.au/,"Cyberfreight provides a software suite for freight forwarders and brokers. The suite consists of 9 modules for management of different activities in the forwarding business. These modules include accounts, asset management, bond store, customs, forwarding, sales, track and trace, transport and warehouse. Clients include Aurora Global Logistics, JN Allen and Co Pty Ltd, XLI, IBC Pacific and Milne Dunkley Customs and Forwarding.",,,,,,,,,2012,,Australia,Rockdale,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
CyberLogitec,,Software solutions for logistics,Maritime,https://www.cyberlogitec.com,"Cyberlogitec provides software solutions for maritime logistics. Its products include Carrier Orchestra - a software solution for vessel collaboration like joint operations, slot swap and alliance between shipping liners,  Opus Terminal -  a terminal operating system, Eagle Eye - a terminal operating system, Opus Stowage - a stowage planning solution which analyzes stowage patterns to maximize loading capacity and Opus Logistics - a end to end supply chain management system.",,,,,,,,,2000,,South Korea,Seoul,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Cycle System,,Provider of a blockchain-based platform for Energy transactions,Blockchain,https://tokenmineral.com/,"Cycle System provides a decentralised IoT based system to control the generation and consumption of Energy like solar and wind. The Harvester provides cognitive assistance and is connected to a wallet. Uses machines learning, big data, long-range communication and advanced electronics.",,,,,,,,,2018,,Colombia,Bogota,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Cynotrust,,Blockchain-based data marketplace for the Energy industry,Blockchain,http://www.neny.top,Cynotrust Intelligent Systems is a blockchain-based data marketplace for the Energy industry. The platform is designed to integrate distributed ledger technology (DLT) into the Energy marketplace. It provides secure P2P payments (using fiat and/or digital assets) and validates payments for electricity via a smart contract application based on an MCW ecosystem. The customers and token holders get a discount & loyalty points on their bills for making and validating their payments using the MCW token.,,,,,,,,,2016,,Nigeria,Abuja,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Cytrucks,,Web-based solutions for freight forwarding services,Maritime,https://www.cytrucksindia.com,"Cytrucks provides web-based solutions for freight forwarding services. The platform includes services like tracking, analyzing, fuel monitoring and optimization, and vehicle planning. The company provides services for various clients like Micromax, Voltas, TVS supply chain solutions, Mitashi, and more.",,,,,,,,,2018,,India,Delhi,No,Unfunded,,,,Distant,,,,,,Business Model Innovation,Green Freight,Old
Danfoss IXA,,Manufacturer of emission sensors for marine industry,,https://danfoss-ixa.com/,"Danfoss IXA manufactures marine emission sensors for measuring NO, NO2 (NOx), SO2 and NH3 in the exhaust system. It claims to enable dynamic engine control & closed feedback loops for after-treatment systems like scrubbers and SCRs, and documentation of fuel shifting. In addition, it offers ventilation systems for managing the cargo hold ventilation fans for container vessels carrying reefers below deck. Leveraging the optical sensing technology, it controls the cargo hold ventilation according to temperature and CO2 set-points (claims to offer 10-15% more energy efficient operation).",,,,,,,,,2009,,Denmark,Vejle,Yes,Undisclosed,,1800000,,,,,,,,Eco friendly enforcement & enablement,Automated port surveillance,Old
Daphne Technology,,Nanotechnology based solution for air pollution control,Chemicals,https://daphnetechnology.com/,"Daphne Technology provides a nanotechnology-based solution for air pollution control in marine vessels. Its nanotechnology solution is based on catalyst-free scrubber technology. It offers Exhaust Gas cleaning systems for marine engines & boilers. Finds applications across areas like petrochemical, power and transportation industries by small-scale emitters in air emission reduction.",,,,,,,,,,,,,,,,,,Existing,,,,,,"Carbon CS, offsetting & trading",CO2 Upcycling,Old
DATA M,,Provider of carbon monitoring and reduction solutions,Consumer,https://volt2c.com,Data M specializes in providing carbon monitoring and reduction solutions. It offers a Carbon Reduction Mining (CRM) device that can be installed in the vehicles and measures the CO2 emissions of the vehicles. The measured CO2 emission data is then transmitted to the PCR blockchain network and provides users with rewards.,,,,,,,,,2017,,China,Hong Kong,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Databricks,Startup,,Technology,https://databricks.com,"Databricks offers a cloud-based integrated workspace for big data that lets users go from data ingest, to visual exploration and production jobs, making it easy to turn data into value, without the hassle of managing complex infrastructure, systems and tools. ",,,,,,Data Transparency,Data Monetisation,,2013,,USA,,Yes,,,,,,,,TRUE,FALSE,,,,Old
DAV,,Blockchain-based platform for the transportation industry,Automotive,https://dav.network/,"Decentralized Autonomous Vehicles (DAV) provides a blockchain-based platform for the transportation industry. The company aims to connect buyers and sellers of services of manned as well as autonomous vehicles. The platform will be used to provide services like passenger transportation (ride-hailing, rentals, etc), parcel/cargo transportation, management services of vehicles, etc.",,,,,,,,,2017,,Switzerland,Zug,Yes,Series A,,24000000,,Distant,,,,,,Data & AI,Fleet Utilization,Old
Decentralize,,Provider of P2P Energy trading solutions,Energy,http://nordicEnergy.info,Dexentralize is a provider of P2P Energy trading solutions. The solution provided uses the capabilities of the smart grid and microgrid systems and allows for Energy trading between Energy producers and consumers. The solution provided uses blockchain technology using a token system for Energy exchange.,,,,,,,,,2018,,Chile,Santiago,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Deep Solutions,,,,http://www.deep-solutions.net/,"Delivers end to end software solutions based on deep learning innovative algorithms for computer vision, natural language processing, anomaly detection, recommendation systems and more.",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Deepinfar,,,,,Performs R&D and develops underwater robots,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Deepsea,,Integrated solutions for AI-enabled vessel monitoring & management,,https://www.deepsea.ai/,"DeepSea Technologies provides integrated hardware & software solutions for AI-enabled vessel monitoring & management. Offers 'Cassandra', a solution consisting of marine-compatible hardware devices for data acquisition and its corresponding cloud-based solution. Covers aspects such as vessel & hull monitoring, real-time hull & engineer's information, fuel consumption monitoring & alerts, hull cleaning simulations, and anomalies reporting among others",,,,,,,,,2017,,Greece,Piraeus,,Undisclosed,,,,,,,,,,Supply chain optimisation,In-land infrastructure development,Old
Deliver,,Online marketplace for freight transportation,Logistics,https://www.deliver.ru,Deliver (formerly known as iCanDeliver) is an online marketplace that connects shippers with carriers for freight transportation using trucks. Users can search and book services by providing destination details & desired vehicle type. Users can also track the service in real-time and make online payments. Claims to perform multiple checks for the reliability of partner carriers and also provides insurance for shipments.,,,,,,,,,2013,,Russia,Moscow,Yes,Seed,,15500000,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Deliveree,,On-demand delivery platform for restaurants,SaaS,https://delivereeinc.com,"Deliveree provides an online platform for businesses for on-demand delivery of products to consumers. The platform can be easily connected to third party ordering systems such as Grubhub. It claims that the platform optimises routes dynamically factoring in changes in current traffic. The system also provides automated invoices and related reports and analytics.It claims to have completed more than 50K deliveries and has more than 20 partner restaurants among its clientele.Customers include Opart Thai House, Al's beef, Union Sushi and Wing Stop among others.",,,,,,,,,2017,,USA,Chicago,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
